left context,original word,right context,word correction,hun correction
,,,,
am,Ohr,dem,ich,Ohr
,,,,
Radio,am,Ohr,durch,am
,,,,
-,Radio,am,d,Radio
,,,,
den,-,Radio,Medien,-
,,,,
Lehrern,den,-,allerdings,den
,,,,
wars,Lehrern,den,immer,Lehrern
,,,,
egal,wars,Lehrern,mit,ward
,,,,
die,egal,wars,der,egal
,,,,
wollten,die,egal,Angst,die
,,,,
die,wollten,die,dass,wollten
,,,,
pausenlosen,die,wollten,es,die
,,,,
news,pausenlosen,die,doch,pausenlosen
,,,,
ebenso,news,pausenlosen,noch,News
,,,,
hoeren,ebenso,news,zu,ebenso
,,,,
Und,hoeren,ebenso,einer,hören
,,,,
natuerlich,Und,hoeren,Niederwerfung,Und
,,,,
mit,natuerlich,Und,kommen,natürlich
,,,,
den,mit,natuerlich,könnte,mit
,,,,
Scorpions,den,mit,Mit,den
,,,,
-,Scorpions,den,21,Skorpions
,,,,
~,~,~,und,~
,,,,
~,~,~,tlw.,~
,,,,
~,~,~,Fam,~
,,,,
~,~,~,in,~
,,,,
~,~,~,Ungarn,~
,,,,
~,~,~,war,~
,,,,
~,~,~,es,~
,,,,
~,~,~,unvorstellbar,~
,,,,
~,~,~,dass,~
,,,,
~,~,~,der,~
,,,,
~,~,~,Eiserne,~
,,,,
~,~,~,Vorhang,~
,,,,
~,~,~,jemals,~
,,,,
~,~,~,fallen,~
,,,,
~,~,~,könnte,~
,,,,
~,~,~,Wirklich,~
,,,,
~,~,~,Niemand,~
,,,,
~,~,~,konnte,~
,,,,
~,~,~,sich,~
,,,,
~,~,~,das,~
,,,,
~,~,~,vorstellen,~
,,,,
~,~,~,Und,~
,,,,
~,~,~,dann,~
,,,,
~,~,~,ging,~
,,,,
~,~,~,alles,~
,,,,
~,~,~,so,~
,,,,
~,~,~,schnell,~
,,,,
~,~,~,man,~
,,,,
~,~,~,konnte,~
,,,,
~,~,~,die,~
,,,,
~,~,~,Tragweite,~
,,,,
~,~,~,gar,~
,,,,
~,~,~,nicht,~
,,,,
~,~,~,richtig,~
,,,,
~,~,~,einschätzen,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,wundere,~
,,,,
~,~,~,mich,~
,,,,
~,~,~,heute,~
,,,,
~,~,~,noch,~
,,,,
~,~,~,1990,~
,,,,
~,~,~,war,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,dann,~
,,,,
~,~,~,das,~
,,,,
~,~,~,erste,~
,,,,
~,~,~,mal,~
,,,,
~,~,~,in,~
,,,,
~,~,~,Berlin,~
,,,,
~,~,~,Es,~
,,,,
~,~,~,war,~
,,,,
~,~,~,alles,~
,,,,
~,~,~,extrem,~
,,,,
~,~,~,verwirrend,~
,,,,
~,~,~,dort,~
,,,,
~,~,~,Straßenverkauf,~
,,,,
~,~,~,Bahnstationen,~
,,,,
~,~,~,noch,~
,,,,
~,~,~,tlw.,~
,,,,
~,~,~,durchgefahren,~
,,,,
~,~,~,aber,~
,,,,
~,~,~,die,~
,,,,
~,~,~,Stimmung,~
,,,,
~,~,~,war,~
,,,,
~,~,~,so,~
,,,,
~,~,~,positiv,~
,,,,
~,~,~,1994,~
,,,,
~,~,~,bin,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,nach,~
,,,,
~,~,~,Berlin,~
,,,,
~,~,~,gezogen,~
,,,,
~,~,~,großer,~
,,,,
~,~,~,Bauboom,~
,,,,
~,~,~,tolle,~
,,,,
~,~,~,Jobs,~
,,,,
~,~,~,Aber,~
,,,,
~,~,~,es,~
,,,,
~,~,~,war,~
,,,,
~,~,~,die,~
,,,,
~,~,~,Kluft,~
,,,,
~,~,~,zwischen,~
,,,,
~,~,~,den,~
,,,,
~,~,~,Ost-,~
,,,,
~,~,~,u,~
,,,,
~,~,~,Westdeutschen,~
,,,,
~,~,~,sehr,~
,,,,
~,~,~,spürbar,~
,,,,
den,Für,-,Weil,Für
,,,,
einen,den,Für,es,den
,,,,
waren,einen,den,gerade,einen
,,,,
die,waren,einen,so,waren
,,,,
Demonstranten,die,waren,schön,die
,,,,
Verbrecher,Demonstranten,die,ist,Demonstranten
,,,,
für,Verbrecher,Demonstranten,und,Verbrecher
,,,,
den,für,Verbrecher,dich,für
,,,,
anderen,den,für,so,den
,,,,
waren,anderen,den,herrlich,anderen
,,,,
die,waren,anderen,ärgert,waren
,,,,
Nicht-Demonstranten,die,waren,http,die
,,,,
Verbrecher,Nicht-Demonstranten,die,//media0,Nicht-Demonstranten
,,,,
Zu,Verbrecher,Nicht-Demonstranten,FAZ,Verbrecher
,,,,
der,Zu,Verbrecher,nett,Zu
,,,,
einen,der,Zu,1591826/default/1974-erfuellte-er-sich-mit-franz-beckenbauer-den-traum-in-muenchen-weltmeister-zu-werden,der
,,,,
großen,einen,der,jogg,einen
,,,,
Demo,großen,einen,~,großen
,,,,
auf,Demo,großen,~,Demo
,,,,
dem,auf,Demo,~,auf
,,,,
Alexanderplatz,dem,auf,~,dem
,,,,
haben,Alexanderplatz,dem,~,Alexanderplatz
,,,,
mich,haben,Alexanderplatz,~,haben
,,,,
meine,mich,haben,~,mich
,,,,
Eltern,meine,mich,~,meine
,,,,
dann,Eltern,meine,~,Eltern
,,,,
mitgenommen,dann,Eltern,~,dann
,,,,
War,mitgenommen,dann,~,mitgenommen
,,,,
eine,War,mitgenommen,~,War
,,,,
ausgelassene,eine,War,~,eine
,,,,
Stimmung,ausgelassene,eine,~,ausgelassene
,,,,
mit,Stimmung,ausgelassene,~,Stimmung
,,,,
Auf,mit,Stimmung,~,mit
,,,,
die,Auf,mit,~,Auf
,,,,
Straße,die,Auf,~,die
,,,,
und,Straße,die,~,Straße
,,,,
Leute,und,Straße,~,und
,,,,
lasst,Leute,und,~,Leute
,,,,
das,lasst,Leute,~,lasst
,,,,
Glotzen,das,lasst,~,das
,,,,
sein,Glotzen,das,~,Glotzen
,,,,
kommt,sein,Glotzen,~,sein
,,,,
mit,kommt,sein,~,kommt
,,,,
runter,mit,kommt,~,mit
,,,,
reiht,runter,mit,~,runter
,,,,
euch,reiht,runter,~,reiht
,,,,
ein,euch,reiht,~,euch
,,,,
Sprechchören,ein,euch,~,ein
,,,,
Ende,Sprechchören,ein,~,Sprechchören
,,,,
89,Ende,Sprechchören,~,Ende
,,,,
/,89,Ende,~,89
,,,,
Anfang,/,89,~,/
,,,,
90,Anfang,/,~,Anfang
,,,,
bin,90,Anfang,~,90
,,,,
ich,bin,90,~,bin
,,,,
zusammen,ich,bin,~,ich
,,,,
mit,zusammen,ich,~,zusammen
,,,,
zwei,mit,zusammen,~,mit
,,,,
Freunden,zwei,mit,~,zwei
,,,,
erstmals,Freunden,zwei,~,Freunden
,,,,
rüber,erstmals,Freunden,~,erstmals
,,,,
nach,rüber,erstmals,~,rüber
,,,,
Westberlin,nach,rüber,~,nach
,,,,
Wir,Westberlin,nach,~,Westberlin
,,,,
haben,Wir,Westberlin,~,Wir
,,,,
uns,haben,Wir,~,haben
,,,,
dafür,uns,haben,~,uns
,,,,
durch,dafür,uns,~,dafür
,,,,
Löcher,durch,dafür,~,durch
,,,,
in,Löcher,durch,~,Löcher
,,,,
der,in,Löcher,~,in
,,,,
ramponierten,der,in,~,der
,,,,
Mauer,ramponierten,der,~,ramponierten
,,,,
gezwängt,Mauer,ramponierten,~,Mauer
,,,,
weil,gezwängt,Mauer,~,gezwängt
,,,,
man,weil,gezwängt,~,weil
,,,,
nur,man,weil,~,man
,,,,
mit,nur,man,~,nur
,,,,
Ausweis,mit,nur,~,mit
,,,,
die,Ausweis,mit,~,Ausweis
,,,,
Grenzübergänge,die,Ausweis,~,die
,,,,
passieren,Grenzübergänge,die,~,Grenzübergänge
,,,,
durfte,passieren,Grenzübergänge,~,passieren
,,,,
Wir,durfte,passieren,~,durfte
,,,,
sind,Wir,durfte,~,Wir
,,,,
ausgerechnet,sind,Wir,~,sind
,,,,
im,ausgerechnet,sind,~,ausgerechnet
,,,,
Wedding,im,ausgerechnet,~,im
,,,,
gelandet,Wedding,im,~,Wedding
,,,,
und,gelandet,Wedding,~,gelandet
,,,,
ich,und,gelandet,~,und
,,,,
war,ich,und,~,ich
,,,,
maßlos,war,ich,~,war
,,,,
enttäuscht,maßlos,war,~,maßlos
,,,,
weil,enttäuscht,maßlos,~,enttäuscht
,,,,
dort,weil,enttäuscht,~,weil
,,,,
alles,dort,weil,~,dort
,,,,
ähnlich,alles,dort,~,alles
,,,,
schmutzig,ähnlich,alles,~,ähnlich
,,,,
und,schmutzig,ähnlich,~,schmutzig
,,,,
kaputt,und,schmutzig,~,und
,,,,
war,kaputt,und,~,kaputt
,,,,
wie,war,kaputt,~,war
,,,,
bei,wie,war,~,wie
,,,,
uns,bei,wie,~,bei
,,,,
Das,uns,bei,~,uns
,,,,
hatten,Das,uns,~,Das
,,,,
uns,hatten,Das,~,hatten
,,,,
die,uns,hatten,~,uns
,,,,
Erwachsenen,die,uns,~,die
,,,,
ganz,Erwachsenen,die,~,Erwachsenen
,,,,
anders,ganz,Erwachsenen,~,ganz
,,,,
vorgeschwärmt,anders,ganz,~,anders
,,,,
-,vorgeschwärmt,anders,~,vorgeschwärmt
,,,,
Wind,Der,-,weil,Der
,,,,
of,Wind,Der,mir,Wind
,,,,
Change,of,Wind,Freunde,oft
,,,,
*erinner*,Change,of,in,Charge
,,,,
-,*erinner*,Change,den,Erinnern
,,,,
~,~,~,90ern,~
,,,,
~,~,~,davon,~
,,,,
~,~,~,erzählt,~
,,,,
~,~,~,haben,~
,,,,
~,~,~,-,~
,,,,
~,~,~,Die,~
,,,,
~,~,~,70er,~
,,,,
~,~,~,Fennich,~
,,,,
~,~,~,nur,~
,,,,
~,~,~,mehr,~
,,,,
~,~,~,aus,~
,,,,
~,~,~,Dokus,~
,,,,
~,~,~,Zusammenfassend,~
,,,,
~,~,~,kann,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,sagen,~
,,,,
~,~,~,dass,~
,,,,
~,~,~,wir,~
,,,,
~,~,~,reale,~
,,,,
~,~,~,Mauern,~
,,,,
~,~,~,niergerissen,~
,,,,
~,~,~,und,~
,,,,
~,~,~,im,~
,,,,
~,~,~,Gegenzug,~
,,,,
~,~,~,dafür,~
,,,,
~,~,~,welche,~
,,,,
~,~,~,in,~
,,,,
~,~,~,Köpfen,~
,,,,
~,~,~,und,~
,,,,
~,~,~,Herzen,~
,,,,
~,~,~,aufgebaut,~
,,,,
~,~,~,haben,~
,,,,
~,~,~,´s,~
,,,,
~,~,~,Altern,~
,,,,
~,~,~,Issa,~
,,,,
~,~,~,Sau,~
,,,,
März,Ende,-,ist,Ende
,,,,
89,März,Ende,ja,März
,,,,
starb,89,März,auch,89
,,,,
ExKaiserin,starb,89,kein,starb
,,,,
Zita,ExKaiserin,starb,Verdienst,Exkaiserin
,,,,
am,Zita,ExKaiserin,-,Zitat
,,,,
Tag,am,Zita,Warum,am
,,,,
des,Tag,am,postest,Tag
,,,,
Begräbnisses,des,Tag,du,des
,,,,
sangen,Begräbnisses,des,nicht,Begräbnisses
,,,,
Die,sangen,Begräbnisses,eine,sangen
,,,,
Toten,Die,sangen,deiner,Die
,,,,
Hosen,Toten,Die,Anekdoten,Toten
,,,,
eine,Hosen,Toten,aus,Hosen
,,,,
dafür,eine,Hosen,diesem,eine
,,,,
adaptierte,dafür,eine,Jahr,dafür
,,,,
Liedversion,adaptierte,dafür,~,adaptierte
,,,,
Kaiserin,Liedversion,adaptierte,~,Auslieferversion
,,,,
Zita,Kaiserin,Liedversion,~,Kaiserin
,,,,
gibt,Zita,Kaiserin,~,Zitat
,,,,
ne,gibt,Zita,~,gibt
,,,,
Party,ne,gibt,~,nie
,,,,
und,Party,ne,~,Party
,,,,
wir,und,Party,~,und
,,,,
kommen,wir,und,~,wir
,,,,
nicht,kommen,wir,~,kommen
,,,,
rein,nicht,kommen,~,nicht
,,,,
in,rein,nicht,~,rein
,,,,
der,in,rein,~,in
,,,,
Kurhalle,der,in,~,der
,,,,
Oberlaa,Kurhalle,der,~,Kurhalle
,,,,
während,Oberlaa,Kurhalle,~,Oberaal
,,,,
Thomas,während,Oberlaa,~,während
,,,,
Muster,Thomas,während,~,Thomas
,,,,
von,Muster,Thomas,~,Muster
,,,,
einem,von,Muster,~,von
,,,,
Betrunkenen,einem,von,~,einem
,,,,
in,Betrunkenen,einem,~,Betrunkenen
,,,,
KeyBiscayne,in,Betrunkenen,~,in
,,,,
niedergefahren,KeyBiscayne,in,~,Keynesianisch
,,,,
wurde,niedergefahren,KeyBiscayne,~,niedergefahren
,,,,
Ich,wurde,niedergefahren,~,wurde
,,,,
hab,Ich,wurde,~,Ich
,,,,
im,hab,Ich,~,hab
,,,,
Mai/Juni,im,hab,~,im
,,,,
den,Mai/Juni,im,~,Mai-Juni
,,,,
gesamten,den,Mai/Juni,~,den
,,,,
Maturazirkus,gesamten,den,~,gesamten
,,,,
durchgemacht,Maturazirkus,gesamten,~,Maturazeugnis
,,,,
Zeitgleich,durchgemacht,Maturazirkus,~,durchgemacht
,,,,
wurden,Zeitgleich,durchgemacht,~,Zeitgleich
,,,,
die,wurden,Zeitgleich,~,wurden
,,,,
Demonstranten,die,wurden,~,die
,,,,
in,Demonstranten,die,~,Demonstranten
,,,,
Peking,in,Demonstranten,~,in
,,,,
niedergemetzelt,Peking,in,~,Peking
,,,,
Da,niedergemetzelt,Peking,~,niedergemetzelt
,,,,
war,Da,niedergemetzelt,~,Da
,,,,
eine,war,Da,~,war
,,,,
Wende,eine,war,~,eine
,,,,
in,Wende,eine,~,Wende
,,,,
Europa,in,Wende,~,in
,,,,
trotz,Europa,in,~,Europa
,,,,
aller,trotz,Europa,~,trotz
,,,,
Anzeichen,aller,trotz,~,aller
,,,,
unvorstellbar,Anzeichen,aller,~,Anzeichen
,,,,
Und,unvorstellbar,Anzeichen,~,unvorstellbar
,,,,
dann,Und,unvorstellbar,~,Und
,,,,
der,dann,Und,~,dann
,,,,
Besuch,der,dann,~,der
,,,,
Gorbatschow's,Besuch,der,~,Besuch
,,,,
zur,Gorbatschow's,Besuch,~,Gorbatschows
,,,,
40erFeier,zur,Gorbatschow's,~,zur
,,,,
derDDR,40erFeier,zur,~,weiterfeiern
,,,,
-,derDDR,40erFeier,~,der DDR
,,,,
während,-,derDDR,~,-
,,,,
schon,während,-,~,während
,,,,
alle,schon,während,~,schon
,,,,
über,alle,schon,~,alle
,,,,
HUN,über,alle,~,über
,,,,
flüchteten,HUN,über,~,HIN
,,,,
Havel,flüchteten,HUN,~,flüchteten
,,,,
&,Havel,flüchteten,~,Havel
,,,,
Dubcek,&,Havel,~,&
,,,,
in,Dubcek,&,~,Dubcek
,,,,
Prag,in,Dubcek,~,in
,,,,
und,Prag,in,~,Prag
,,,,
dann,und,Prag,~,und
,,,,
der,dann,und,~,dann
,,,,
Mauerfall,der,dann,~,der
,,,,
1989,Mauerfall,der,~,Mauerfall
,,,,
-,1989,Mauerfall,~,1989
,,,,
das,-,1989,~,-
,,,,
war,das,-,~,das
,,,,
Gänsehaut,war,das,~,war
,,,,
pur,Gänsehaut,war,~,Gänsehaut
,,,,
Nur,pur,Gänsehaut,~,pur
,,,,
in,Nur,pur,~,Nur
,,,,
AUT,in,Nur,~,in
,,,,
gingen,AUT,in,~,AU
,,,,
mir,gingen,AUT,~,gingen
,,,,
der,mir,gingen,~,mir
,,,,
blaubeschalte,der,mir,~,der
,,,,
Haider,blaubeschalte,der,~,blau beschalte
,,,,
und,Haider,blaubeschalte,~,Haider
,,,,
der,und,Haider,~,und
,,,,
erinnerungslose,der,und,~,der
,,,,
Waldheim,erinnerungslose,der,~,Erinnerungslose
,,,,
auf,Waldheim,erinnerungslose,~,Waldheim
,,,,
die,auf,Waldheim,~,auf
,,,,
Socken,die,auf,~,die
,,,,
-,Socken,die,~,Socken
,,,,
fühle,Ich,-,konnte,Ich
,,,,
mit,fühle,Ich,aber,fühle
,,,,
dir,mit,fühle,noch,mit
,,,,
mit,dir,mit,nie,dir
,,,,
Auch,mit,dir,ein,mit
,,,,
mir,Auch,mit,Posting,Auch
,,,,
ging,mir,Auch,absetzen,mir
,,,,
ein,ging,mir,Weiß,ging
,,,,
Teil,ein,ging,nicht,ein
,,,,
von,Teil,ein,warum,Teil
,,,,
mir,von,Teil,an,von
,,,,
mit,mir,von,der,mir
,,,,
Jugoslawien,mit,mir,Form,mit
,,,,
verloren,Jugoslawien,mit,kann,Jugoslawien
,,,,
-,verloren,Jugoslawien,es,verloren
,,,,
~,~,~,nicht,~
,,,,
~,~,~,gelegen,~
,,,,
~,~,~,sein,~
,,,,
~,~,~,War,~
,,,,
~,~,~,weder,~
,,,,
~,~,~,flegelhaft,~
,,,,
~,~,~,noch,~
,,,,
~,~,~,sonst,~
,,,,
~,~,~,verletzend,~
,,,,
~,~,~,immer,~
,,,,
~,~,~,zum,~
,,,,
~,~,~,Thema,~
,,,,
~,~,~,gepostet,~
,,,,
~,~,~,Werden,~
,,,,
~,~,~,gewisse,~
,,,,
~,~,~,IP-Adressen,~
,,,,
~,~,~,gefiltert,~
,,,,
~,~,~,Den,~
,,,,
~,~,~,Newsletter,~
,,,,
~,~,~,bekomme,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,zwar,~
,,,,
~,~,~,regelmäßig,~
,,,,
ja,Aber,-,Ich,Aber
,,,,
doch,ja,Aber,glaube,ja
,,,,
Am,doch,ja,im,doch
,,,,
Fenster,Am,doch,Jahr,Am
,,,,
hängen,Fenster,Am,1989,Fenster
,,,,
und,hängen,Fenster,bin,hängen
,,,,
rausrauchen,und,hängen,ich,und
,,,,
Schon,rausrauchen,und,das,ausrauchen
,,,,
damals,Schon,rausrauchen,erste,Schon
,,,,
haben,damals,Schon,mal,damals
,,,,
die,haben,damals,erfolgreich,haben
,,,,
Tschick,die,haben,aufs,die
,,,,
IN,Tschick,die,Töpfchen,Schick
,,,,
der,IN,Tschick,gegangen,IN
,,,,
Wohnung,der,IN,~,der
,,,,
gestunken,Wohnung,der,~,Wohnung
,,,,
-,gestunken,Wohnung,~,gestunken
,,,,
-,-,gestunken,~,-
,,,,
ich,Auch,-,magyarhilferstrasse,Auch
,,,,
traf,ich,Auch,~,ich
,,,,
ihn,traf,ich,~,traf
,,,,
ab,ihn,traf,~,ihn
,,,,
und,ab,ihn,~,ab
,,,,
zu,und,ab,~,und
,,,,
Im,zu,und,~,zu
,,,,
Echo,Im,zu,~,Im
,,,,
und,Echo,Im,~,Echo
,,,,
im,und,Echo,~,und
,,,,
Motto,im,und,~,im
,,,,
wenn,Motto,im,~,Motto
,,,,
ich,wenn,Motto,~,wenn
,,,,
mich,ich,wenn,~,ich
,,,,
recht,mich,ich,~,mich
,,,,
erinnere,recht,mich,~,recht
,,,,
Auch,erinnere,recht,~,erinnere
,,,,
in,Auch,erinnere,~,Auch
,,,,
echt,in,Auch,~,in
,,,,
eine,echt,in,~,echt
,,,,
coole,eine,echt,~,eine
,,,,
Sau,coole,eine,~,coole
,,,,
-,Sau,coole,~,Sau
,,,,
und,privat,-,Entweder,privat
,,,,
politisch,und,privat,man,und
,,,,
das,politisch,und,ist,politisch
,,,,
Jahr,das,politisch,ein,das
,,,,
der,Jahr,das,Maurer,Jahr
,,,,
großen,der,Jahr,oder,der
,,,,
Befreiungen,großen,der,nicht,großen
,,,,
und,Befreiungen,großen,Natürlich,Befreiungen
,,,,
Erlösungen,und,Befreiungen,braucht,und
,,,,
Am,Erlösungen,und,es,Erlösungen
,,,,
meisten,Am,Erlösungen,auch,Am
,,,,
berührt,meisten,Am,im,meisten
,,,,
hat,berührt,meisten,Alter,berührt
,,,,
mich,hat,berührt,Mühe,hat
,,,,
die,mich,hat,immer,mich
,,,,
Übertragung,die,mich,und,die
,,,,
der,Übertragung,die,überall,Übertragung
,,,,
9,der,Übertragung,Toleranz,der
,,,,
Beethoven,9,der,aufzubringen,9
,,,,
aus,Beethoven,9,-,Beethoven
,,,,
Prag,aus,Beethoven,aber,aus
,,,,
mit,Prag,aus,es,Prag
,,,,
dem,mit,Prag,kann,mit
,,,,
Chor,dem,mit,gelingen,dem
,,,,
der,Chor,dem,mit,Chor
,,,,
Prager,der,Chor,einigem,der
,,,,
Oper,Prager,der,Optimismus,Prager
,,,,
glaub,Oper,Prager,~,Oper
,,,,
ich,glaub,Oper,~,glaub
,,,,
wo,ich,glaub,~,ich
,,,,
man,wo,ich,~,wo
,,,,
die,man,wo,~,man
,,,,
Freude,die,man,~,die
,,,,
der,Freude,die,~,Freude
,,,,
Musiker,der,Freude,~,der
,,,,
fast,Musiker,der,~,Musiker
,,,,
körperlich,fast,Musiker,~,fast
,,,,
gespürt,körperlich,fast,~,körperlich
,,,,
hat,gespürt,körperlich,~,gespürt
,,,,
Da,hat,gespürt,~,hat
,,,,
blieb,Da,hat,~,Da
,,,,
kein,blieb,Da,~,blieb
,,,,
Auge,kein,blieb,~,kein
,,,,
trocken,Auge,kein,~,Auge
,,,,
und,trocken,Auge,~,trocken
,,,,
ich,und,trocken,~,und
,,,,
würde,ich,und,~,ich
,,,,
es,würde,ich,~,würde
,,,,
gern,es,würde,~,es
,,,,
nochmals,gern,es,~,gern
,,,,
hören,nochmals,gern,~,nochmals
,,,,
Wir,hören,nochmals,~,hören
,,,,
haben,Wir,hören,~,Wir
,,,,
über,haben,Wir,~,haben
,,,,
die,über,haben,~,über
,,,,
Jahre,die,über,~,die
,,,,
mitverfolgt,Jahre,die,~,Jahre
,,,,
welche,mitverfolgt,Jahre,~,mitverfolgt
,,,,
halsbrecherischen,welche,mitverfolgt,~,welche
,,,,
Aktionen,halsbrecherischen,welche,~,halsbrecherischen
,,,,
gelaufen,Aktionen,halsbrecherischen,~,Aktionen
,,,,
sind,gelaufen,Aktionen,~,gelaufen
,,,,
von,sind,gelaufen,~,sind
,,,,
Menschen,von,sind,~,von
,,,,
nur,Menschen,von,~,Menschen
,,,,
um,nur,Menschen,~,nur
,,,,
den,um,nur,~,um
,,,,
eisernen,den,um,~,den
,,,,
Vorhang,eisernen,den,~,eisernen
,,,,
zu,Vorhang,eisernen,~,Vorhang
,,,,
überwinden,zu,Vorhang,~,zu
,,,,
und,überwinden,zu,~,überwinden
,,,,
in,und,überwinden,~,und
,,,,
Freiheit,in,und,~,in
,,,,
zu,Freiheit,in,~,Freiheit
,,,,
leben,zu,Freiheit,~,zu
,,,,
Da,leben,zu,~,leben
,,,,
habe,Da,leben,~,Da
,,,,
ich,habe,Da,~,habe
,,,,
begriffen,ich,habe,~,ich
,,,,
was,begriffen,ich,~,begriffen
,,,,
für,was,begriffen,~,was
,,,,
ein,für,was,~,für
,,,,
Privileg,ein,für,~,ein
,,,,
es,Privileg,ein,~,Privileg
,,,,
ist,es,Privileg,~,es
,,,,
in,ist,es,~,ist
,,,,
Freiheit,in,ist,~,in
,,,,
zu,Freiheit,in,~,Freiheit
,,,,
leben,zu,Freiheit,~,zu
,,,,
-,leben,zu,~,leben
,,,,
bleibet,Wo,-,gebrochenes,Wo
,,,,
denn,bleibet,Wo,herz,bleibe
,,,,
nun,denn,bleibet,nach,denn
,,,,
der,nun,denn,ende,nun
,,,,
des,Immo-Newsletter,der,ersten,Imme-Newsletter
,,,,
Standard,des,Immo-Newsletter,Beziehung,des
,,,,
-,Standard,des,Job Verlust,Standard
,,,,
Immo,-,Standard,reise,-
,,,,
ein,Immo,-,durch,Imme
,,,,
Thema,ein,Immo,Israel,ein
,,,,
das,Thema,ein,Hader,Thema
,,,,
fast,das,Thema,wird,das
,,,,
jeden,fast,das,Landes Hauptmann,fast
,,,,
bewegt,jeden,fast,Neustart,jeden
,,,,
der,bewegt,jeden,in,bewegt
,,,,
schon,der,bewegt,anderem,der
,,,,
wohnt,schon,der,Bundesland,schon
,,,,
und,wohnt,schon,ein,wohnt
,,,,
nicht,und,wohnt,neues,und
,,,,
nur,nicht,und,leben,nicht
,,,,
lebt,nur,nicht,beginnt,nur
,,,,
und,lebt,nur,Tarnnamen,lebt
,,,,
sogar,das,und,dann,das
,,,,
den,sogar,das,das,sogar
,,,,
Kurier,den,sogar,aufschneiden,den
,,,,
zur,Kurier,den,des,Kurier
,,,,
Schaffung,zur,Kurier,grenzzaunstacheldrahtes,zur
,,,,
seines,Schaffung,zur,das,Schaffung
,,,,
zumindest,seines,Schaffung,war,seines
,,,,
in,zumindest,seines,ein,zumindest
,,,,
der,in,zumindest,SEHR,in
,,,,
Vor-web-Ära,der,in,intensives,der
,,,,
erfolgreichen,Vor-web-Ära,der,Jahr,Vor-web-Ära
,,,,
ImmoBuch´s,erfolgreichen,Vor-web-Ära,~,erfolgreichen
,,,,
veranlasste,ImmoBuch´s,erfolgreichen,~,Modembuchse
,,,,
Immobilienthemen,veranlasste,ImmoBuch´s,~,veranlasste
,,,,
sind,Immobilienthemen,veranlasste,~,Immobilienthemen
,,,,
Lesestoff,sind,Immobilienthemen,~,sind
,,,,
für,Lesestoff,sind,~,Lesestoff
,,,,
viele,für,Lesestoff,~,für
,,,,
und,viele,für,~,viele
,,,,
dankenswerterweise,und,viele,~,und
,,,,
auch,dankenswerterweise,und,~,dankenswerterweise
,,,,
noch,auch,dankenswerterweise,~,auch
,,,,
gut,noch,auch,~,noch
,,,,
aufbereitet,gut,noch,~,gut
,,,,
im,aufbereitet,gut,~,aufbereitet
,,,,
onlineStandard,im,aufbereitet,~,im
,,,,
also,onlineStandard,im,~,online Standard
,,,,
wo,also,onlineStandard,~,also
,,,,
bleibt,wo,also,~,wo
,,,,
er,bleibt,wo,~,bleibt
,,,,
nun,er,bleibt,~,er
,,,,
-,nun,er,~,nun
,,,,
Tian'anen-Massaker,-,-,Korrekterweise,-
,,,,
War,Tian'anen-Massaker,-,heißt,Kantianern-Massaker
,,,,
noch,War,Tian'anen-Massaker,das,War
,,,,
kurz,noch,War,Noch,noch
,,,,
vorher,kurz,noch,nicht,kurz
,,,,
im,vorher,kurz,einmal,vorher
,,,,
White,im,vorher,ein,im
,,,,
Swan,White,im,lüsternes,Weite
,,,,
Hotel,Swan,White,Funkeln,Swan
,,,,
am,Hotel,Swan,in,Hotel
,,,,
Pearl,am,Hotel,den,am
,,,,
River,Pearl,am,Augen,Perl
,,,,
und,River,Pearl,meines,Raver
,,,,
habe,und,River,Vaters,und
,,,,
mich,habe,und,-,habe
,,,,
über,mich,habe,~,mich
,,,,
die,über,mich,~,über
,,,,
vermeintliche,die,über,~,die
,,,,
Öffnung,vermeintliche,die,~,vermeintliche
,,,,
gefreut,Öffnung,vermeintliche,~,Öffnung
,,,,
Leider,gefreut,Öffnung,~,gefreut
,,,,
wie,Leider,gefreut,~,Leider
,,,,
das,wie,Leider,~,wie
,,,,
Massaker,das,wie,~,das
,,,,
gezeigt,Massaker,das,~,Massaker
,,,,
hat,gezeigt,Massaker,~,gezeigt
,,,,
wurde,hat,gezeigt,~,hat
,,,,
es,wurde,hat,~,wurde
,,,,
anders,es,wurde,~,es
,,,,
-,anders,es,~,anders
,,,,
Fall,-,anders,~,-
,,,,
der,Fall,-,~,Fall
,,,,
Berliner,der,Fall,~,der
,,,,
Mauer,Berliner,der,~,Berliner
,,,,
Fuhr,Mauer,Berliner,~,Mauer
,,,,
öfters,Fuhr,Mauer,~,Fuhr
,,,,
nach,öfters,Fuhr,~,öfters
,,,,
W-Berlin,nach,öfters,~,nach
,,,,
zur,W-Berlin,nach,~,W-Berlin
,,,,
Importmesse,zur,W-Berlin,~,zur
,,,,
Jedesmal,Importmesse,zur,~,Importmesse
,,,,
hatte,Jedesmal,Importmesse,~,Jedes mal
,,,,
ich,hatte,Jedesmal,~,hatte
,,,,
einen,ich,hatte,~,ich
,,,,
Heidenrespekt,einen,ich,~,einen
,,,,
vor,Heidenrespekt,einen,~,Heldenrespekt
,,,,
