left context,original word,right context,Match Type,word correction,hun correction,Abkürzung,Eigenname,URL/Email,Englisch,Österreichisch
That,we,could,2,we,weh,,,,1,
we,could,be,2,could,Coulomb,,,,1,
could,be,so,2,be,bei,,,,1,
so,close,like,2,close,lose,,,,1,
close,like,brothers,2,like,linke,,,,1,
like,brothers,The,2,brothers,Broichers,,,,1,
The,future's,in,2,future's,Futurist,,,,1,
the,air,I,2,air,fair,,,,1,
I,can,feel,2,can,van,,,,1,
can,feel,it,2,feel,feil,,,,1,
it,everywhere,Blowing,2,everywhere,reversiere,,,,1,
everywhere,Blowing,with,2,Blowing,Bowling,,,,1,
Blowing,with,the,2,with,wich,,,,1,
change,schad,war,3,Schad,schade,,,,,
ergreifendes,lied,wenn,5,lied,leid,,,,,
die,lust,zeit,3,lust,Lust,,,,,
meiner,Eltern^^,-,2,Eltern^^,Eltern,,,,,
dieser,Thread,spitze,2,Thread,Reader,,1,,1,
und,geliked,und,5,Glied,Likedeeler,,,,1,
und,geshared,hat,5,Gebharde,geschart,,,,1,
und,erinner,sich,5,erinnern,erinner,,,,,
Zeit,würd,ich,3,würd,würde,,,,,
hingerichteten,Ceaucescu,dessen,2,Ceausescu,Würzsauce,,1,,,
zur,March,Das,5,March,Mark,,,,,
alle,freigeschalten,und,3,freigeschalten,freigeschaltet,,,,,
ich,pfeif,auf,3,pfeif,pfeife,,,,,
ZUR,MEINUGSFREIHEIT,-,3,MEINUGSFREIHEIT,MEINUNGSFREIHEIT,,,,,
dieser,newsletterservice,-,2,Newsletter Service,Newsletter,,,,,
die,printausgabe,kommt,3,printausgabe,Printausgabe,,,,,
in,österreich,-,1,Österreich,Österreich,,,,,
-,möcht,ich,3,möcht,möchte,,,,,
grausliche,kleidung,die,1,Kleidung,Kleidung,,,,,
die,fotos,bleiben,1,Fotos,Fotos,,,,,
auf,papier,und,3,papier,Papier,,,,,
meine,jugend,pre-facebook,1,Jugend,Jugend,,,,,
jugend,pre-facebook,war,2,pre-facebook,per-facebook,,1,,,
war,Cubakrise,1,3,Cuba Krise,Kubakrise,,,,,
6-Tage-Krieg,Yom-Kipur-Krieg,vor,5,Myom,Vom-Kipur-Krieg,,1,,,
Radio,sass,und,3,sass,saß,,,,,
genaue,Begebeheiten,hab,1,Begebenheiten,Begebenheiten,,,,,
könnte,Witzigerweise,kann,3,Witzig erweise,Witzigerweise,,,,,
des,turbokapitalistischen,Jahrzehnts,2,turbokapitalistischen,staatskapitalistischen,,,,,
dieses,beschi**ene,Zeitalter,0,beschied,beschienene,,,,,
the,most,epic,2,most,Most,,,,1,
most,epic,fail,2,epic,episch,,,,1,
epic,fail,in,2,fail,faul,,,,1,
in,history,-,2,history,Story,,,,1,
in,wiki,nachzulesen,3,wiki,Wiki,,,,,
der,PK,Riccardo,0,PK,KP,,,,,
PK,Riccardo,Ehrmann,2,Riccardo,Ricardo,,1,,,
Riccardo,Ehrmann,von,2,Ehrmann,Ehemann,,1,,,
von,ANSA,der,2,ANSA,ANSAH,1,,,,
von,RO,einmal,0,RO,ROH,,,,,
aber,Ceausescu,hats,2,Ceausescu,Schmause,,1,,,
am,Vaclavske,Namesti,5,Vaclavs,Lavasockel,,1,,,
Vaclavske,Namesti,mitgenommen,5,Nahest,Amnestie,,1,,,
und,Vaclav,Havel,2,Vaclav,Lava,,1,,,
Verlags,Melantrich,Dann,2,Melantrich,Entlangstrich,,,,,
Gebt,ihm´s,Buch,5,ihr's,ihm,,,,,
unglaublich,laestig,Hab,1,lästig,lästig,,,,,
mit,Tiananmen,los,2,Tiananmen,Tantiemen,,1,,,
ein,Schulbuberl,um,0,Schulbuberl,Schubertsche,,,,,1
-,november,1989,1,November,November,,,,,
einem,dinner,in,3,dinner,Dinner,,,,,
meine,sitznachbarin,eine,3,sitz Nachbarin,Sitznachbarin,,,,,
junge,architektin,aus,1,Architektin,Architektin,,,,,
aus,belgrad,weiß,1,Belgrad,Belgrad,,1,,,
ob,serbin,kroatin,1,Serbin,Serbin,,,,,
serbin,kroatin,oder,1,Kroatin,Kroatin,,,,,
oder,bosnierin,allen,1,Bosnierin,Bosnierin,,,,,
auflösung,jugoslawiens,würde,1,Jugoslawiens,Jugoslawiens,,,,,
alles,friede,freude,3,friede,Friede,,,,,
friede,freude,eierkuchen,2,Freude,freute,,,,,
freude,eierkuchen,der,1,Eierkuchen,Eierkuchen,,,,,
blutige,umsturz,in,1,Umsturz,Umsturz,,,,,
blutiger,bürgerkrieg,in,1,Bürgerkrieg,Bürgerkrieg,,,,,
in,jugoslawien,der,1,Jugoslawien,Jugoslawien,,,,,
ethnischen,säuberungen,kriegsverbrechen,1,Säuberungen,Säuberungen,,,,,
säuberungen,kriegsverbrechen,und,1,Kriegsverbrechen,Kriegsverbrechen,,,,,
und,NATO-,einsatz,2,NATO-,NANO-,1,,,,
NATO-,einsatz,-,1,Einsatz,Einsatz,,,,,
heißt,Nukular,-,0,Unklar,Nuklear,,,,,
im,kindergarten,und,3,kindergarten,Kindergarten,,,,,
mich,normalität,-,1,Normalität,Normalität,,,,,
auch,spätzünder,geben,1,Spätzünder,Spätzünder,,,,,
automatisch,dazufügen,=,4,da zufügen,da zufügen,,,,,
im,uterus,von,3,uterus,Uterus,,,,,
meiner,mama,-,3,mama,Mama,,,,,
hab,weltraum,lego,1,Weltraum,Weltraum,,,,,
weltraum,lego,gespielt,1,Lego,Lego,,1,,,
großen,Studentendemos,in,2,Studentendemos,Studentendomes,1,,,,
ersten,Jännertagen,1990,0,Jänner tagen,Männertagen,,,,,
nämlich,Vorwahl/Rufnummer,d,2,Vorwahl/Rufnummer,Vorwahl-Rufnummer,,,,,
fleißig,mitposten,Ich,2,mitposten,Mitposten,,,,1,
altes,popliges,Set,5,popliges,poliges,,,,,
den,Montagsdemos,habe,2,Montagsdemos,Montagsdomes,,1,,,
im,nord-östlichsten,Weinviertel,1,nord-östlichsten,nordöstlichsten,,,,,
waren,6m,verschollen,2,6m,im,,,,,
man,rüberfahren,kann,5,rüberfahren,überfahren,,,,,
dann,CR,und,0,CR,ER,,,,,
und,SK,Man,0,SK,SO,,,,,
in,Breclav,um,0,Breslau,Reclam,,,,,
-,ATS,köstliche,0,ATS,RATS,,,,,
ein,Skoda/Trabi,nach,2,Skoda/Trabi,Kontrabassist,,,,,
mit,Kühlschrank/Waschmaschine/,am,2,Kühlschrank/Waschmaschine/,Wasserstrahlschneidemaschine,,,,,
Teil,soger,den,2,sogar,sorge,,,,,
//www,worldcupbrazil,net/wp-content/uploads/2013/07/germany,0,worldcupbrazil,Worldcup,,,1,,
worldcupbrazil,net/wp-content/uploads/2013/07/germany,jpg,0,nett,Netscape-content/uploads/2013/07/germany,,,1,,
einfach,mitgefreut,und,3,mitgefreut,mit gefreut,,,,,
die,dt,Hymne,5,da,dtv,1,,,,
lg,Dimple,-,0,Dimple,Simple,,,,,
Folgejahren,Tschechoslovakischen,Arbeitern,1,Tschechoslowakischen,Tschechoslowakischen,,,,,
Schaumrollen,Trubickys,In,5,Trucks,Trucksystem,,1,,,
und,Volkschulen,werden,5,Volkschulen,Volk schulen,,,,,
Mode,udgl,aus,5,dgl.,Ludger,1,,,,
dem,Sandmännchenkosmos,auf,2,Sandmännchen Kosmos,Seehundmännchens,,,,,
Ära,Kádár,plötzlich,3,Kadar,Kádár,,1,,,
Iljitsch,Uljanow,-,5,Uljana,Ljubljana,,1,,,
der,Tschechoslovakei,Polen,1,Tschechoslowakei,Tschechoslowakei,,,,,
tschechische,Ausdrücke/Redewendungen,zu,2,Ausdrücke/Redewendungen,Auswandererbewegungen,,,,,
fahren,Grpßmütter,tragen,1,Großmütter,Großmütter,,,,,
in,Hornoptik,und,2,Hornoptik,Hirnoptik,,,,,
und,Filzpatscherl,Großväter,0,Filzpatscherl,Fliegenpatsche,,,,,1
in,Olivbisgrau,Tönen,5,Olivbisgrau,Olivgrau,,,,,
Tönen,Schnürlsamthut,und,0,Schnürlsamthut,Zusammenschnürt,,,,,1
jung,NaCl,zu,3,Nach,NaCl,1,,,,
die,Cafes,die,5,Cafes,Capes,,,,,
Der,Sonderstadl,17,2,Sonderstadl,Sonderstadt,,,,,1
aus,Cottbus/DDR,bringt,2,Cottbus/DDR,Cottbuser,,,,,
folgenden,Silvesterstadl,erinnern,2,Silvesterstadl,Silvesterstadt,,,,,1
Ära,Breschnew,und,2,Breschnew,Brechnews,,1,,,
neue,Notification,Center,3,Notification,Notifikation,,,,1,
//derstandard,at/1358305692982/Community-Ausblick,_artikelIndex=6,0,atz,at/1358305692982/Community-Ausblick,,,1,,
at/1358305692982/Community-Ausblick,_artikelIndex=6,-,0,Artikel Index,partikelgebunden,,,1,,
aus,Temesvar,obwohl,5,Telestar,Temeswar,,1,,,
Quartier,wüßten,Die,1,wüssten,wüssten,,,,,
Wein,Grossartig,-,1,Großartig,Großartig,,,,,
Thema,Good,Bye,2,Good,Gold,,,,1,
Good,Bye,Lenin,2,Bye,Byte,,,,1,
-,Merde,ich,5,Merdes,Erde,,,,,
feuchte,Augerln,allein,5,Äugeln,Saugern,,,,,
außer,Rumänine,Danke,1,Rumänien,Rumänien,,,,,
Danke,Gorbi,Schewardnaze,0,Gobi,Gobi,,,,,
Gorbi,Schewardnaze,und,0,Schewardnaze,Schwarzenbacher,,,,,
wieder,kapputt,-,1,kaputt,kaputt,,,,,
ihre,Bakkarbeit,machen,5,Lackarbeit,Bankarbeit,,,,,
späteren,Teenagerzeit,die,2,Teenagerzeit,Teenager zeit,,,,,
haben,Fröcs,in,0,Frycs,Frösche,,,,,
in,Sopron,für,2,Sopron,Sopran,,1,,,
das,Vierterl,Die,1,Viertel,Viertel,,,,,
niveauvolles,Laufhaus,das,3,Lauf haus,Laufhaus,,,,,
der,Spät-Teenagerhörner,war,0,Spät-Teenagerhörner,Spät-Teenagelhörner,,,,,
der,DDR-Slang,-,2,DDR-Slang,DDR-Lang,1,,,,
-,yepp,da,0,Hepp,Sepp,,,,,
und,g'scheit,machen,1,gescheit,gescheit,,,,,
die,Mariahilferstraße,verstopft,2,Mariahilferstraße,Kleinmarschierstraße,,1,,,
am,Dachl,-,1,Dach,Dach,,,,,
//www,titanic-magazin,de/shop/images/default_shop/PK-ZonengabyPK,0,Titanic,Titanic-magazin,,,1,,
titanic-magazin,de/shop/images/default_shop/PK-ZonengabyPK,jpg,0,Shop,de/shop/images/default_shop/PK-ZonengabyPK,,,1,,
vielleicht,gematschkert,-,0,gematschter,geschmökert,,,,,1
mal,irgenwas,schiefgeht,1,irgendwas,irgendwas,,,,,
und,tw,Fam,2,tlw.,tu,1,,,,
tw,Fam,in,5,Fam,Fan,1,,,,
dort,Strassenverlauf,U-Bahstationen,3,Straßenverkauf,Straßenverlauf,,,,,
Strassenverlauf,U-Bahstationen,noch,3,Bahnstationen,U-Bahnstationen,,,,,
http,//media0,faz,0,//media0,median,,,1,,
//media0,faz,net/ppmedia/aktuell/sport/951276994/1,1,FAZ,FAZ,1,,,,
faz,net/ppmedia/aktuell/sport/951276994/1,1591826/default/1974-erfuellte-er-sich-mit-franz-beckenbauer-den-traum-in-muenchen-weltmeister-zu-werden,0,nett,net/ppmedia/aktuell/sport/951276994/1,,,1,,
70er,kenn´ich,nur,5,Fennich,kenntlich,,,,,
Mauern,niergerissen,und,3,niergerissen,niedergerissen,,,,,
haben,´s,Altern,3,´s,es,,,,,
Altern,is´a,Sau,5,Issa,Isar,,,,,
Warum,postest,du,2,postest,prostest,,,,1,
-,magyarhilferstrasse,-,5,magyarhilferstrasse,Wasserstrahlsysteme,,1,,,
ersten,beziehung,jobverlust,1,Beziehung,Beziehung,,,,,
beziehung,jobverlust,reise,3,Job Verlust,Jobverlust,,,,,
durch,israel,haider,1,Israel,Israel,,1,,,
israel,haider,wird,3,Hader,Haider,,1,,,
wird,landeshauptmann,neustart,3,Landes Hauptmann,Landeshauptmann,,,,,
landeshauptmann,neustart,in,1,Neustart,Neustart,,,,,
anderem,bundesland,ein,1,Bundesland,Bundesland,,,,,
beginnt,tiananmen,und,5,Tarnnamen,Tantiemen,,1,,,
des,grenzzaunstacheldrahtes,das,3,grenzzaunstacheldrahtes,Grenzzaunstacheldrahtes,,,,,
damals,Aufnahedienst,im,3,Aufnahedienst,Aufnahmedienst,,,,,
im,KH,und,2,KH,KG,1,,,,
-,Massenasturm,von,5,Massenasturm,Massenastrum,,,,,
von,Gastarbeitersfrauen,überwiegend,3,Gastarbeiters Frauen,Gastarbeiterfrauen,,,,,
also,albanisch/mislimisch,mit,5,muslimisch,albanischsprachig,,,,,
Weinkrämpfen,Hyperventilationstetanie,etc,2,Hyperventilationstetanie,Hyperventilation,,,,,
Mauer,Willkommenspakete,eine,2,Willkommenspakete,Willkommenstrunke,,,,,
dem,Hashtag,#Jahr1989,5,Hastig,Hasstag,,,,1,
auf,Instagram,zu,5,Integrem,Martinstag,,1,,,
die,Strassen,noch,3,Strassen,Straßen,,,,,
eine,Sat-Schüssel,Der,5,Sät,Saft-Schüssel,,,,,
eine,Gstetten,wo,5,Gestatten,Gerstetten,,,,,
der,VoPos,oder,0,Vopos,Topos,,,,,
der,Südtirol-Bumser,auch,0,Südtirol-Bumser,Südtirol-Bumse,,,,,
na,hradu,oder,0,Radu,Fahrrad,,,,,
die,Mahü,verstopft,0,Maha,Mahr,,,,,
nach,Györ,überquert,5,Gyor,Gör,,1,,,
in,Nitra,was,2,Nitra,Nitrat,,1,,,
dem,CEE-Virus,infiziert,2,CEE-Virus,SEE-Virus,1,,,,
na,hrad,war,0,hart,Grad,,,,,
auch,Konec,vlady,0,Konen,Kolone,,,,,
Konec,vlady,jedne,0,Lady,-lady,,,,,
vlady,jedne,strany,1,jeden,jeden,,,,,
jedne,strany,Bei,2,Strand,Strang,,,,,
nämlich,Vratte,mu,0,Ratte,Tratte,,,,,
Vratte,mu,tu,1,um,um,,,,,
tu,knihu,-,0,Knight,Knilch,,,,,
war,Gorbis,Einfluß,0,Gorkis,Gorkis,,,,,
Gorbis,Einfluß,und,1,Einfluss,Einfluss,,,,,
die,Solidarnos,gestärkt,0,Solid Arnos,Solidarfonds,,,,,
Kinderschänder,galore,War,0,Galone,Regal,,,,,
Nomen,est,omen,0,erst,esst,,,,,
est,omen,-,1,Omen,Omen,,,,,
-,HH,-,2,HH,EH,1,,,,
D-Mail,Newsroom,bzw,2,Newsroom,Newastrom,,,,1,
oder,Feedreader,Ihres,2,Feed Reader,Feldreader,,,,1,
den,RSS-Feed,des,2,RSS-Feed,Saas-Fee,,1,,1,
freie,Öffifahrt,Nach,2,Öffifahrt,Schifffahrt,,,,,
langsamen,Trabi's,und,1,Trabis,Trabis,,,,,
beim,Bankomat,stand,0,Bankomat,Bankoma,,,,,
mit,aufmontierten,Container-Wohneinheiten,2,aufmontierten,auf montierten,,,,,
einer,VÖST-Baustelle,zu,2,VÖST-Baustelle,LÖST-Baustelle,1,,,,
zeit,de/1989/27/nachdenken-ueber-deutsche-e,-,0,über,nachdenkenswerten-ueber-deutsche-e,,,1,,
Problem,Lappi,mitnehmen,0,Lippi,Lappin,,,,,
Jahr,sagma,1983,5,Sigma,sigma,,,,,
1983,beamen,lassen,2,beamen,besamen,,,,1,
harmlosen,threads,rot,5,Thedas,Headset,,,,1,
schon,oasch,-,0,Oisch,rasch,,,,,
-,Opuszahlen,für,3,Opus zahlen,Opuszahlen,,,,,
keinen,hinweis,finden,1,Hinweis,hinwies,,,,,
als,abonnent,des,1,Abonnent,Abonnent,,,,,
die,zeitung,nicht,1,Zeitung,Zeitung,,,,,
der,Simmeringer,Hauptstraße,5,Zimmeriger,Simmerringe,,1,,,
die,A4,gab,2,A4,Aa,1,,,,
NVA-im-Stechschritt,-Show,zu,2,-Show,-show,,,,,
das,Strassenbild,sehr,1,Straßenbild,Straßenbild,,,,,
Übersiedlung,flauchte,und,0,fauchte,flachte,,,,,
im,Tacheless,werd,1,Tacheles,Tacheles,,,,,
ich,Tetanuss,geimpft,1,Tetanus,Tetanus,,,,,
volle,windel,voll,2,Windel,wilden,,,,,
voll,bepatztes,lätzche,5,gepatztes,Besatzes,,,,,
bepatztes,lätzche,voll,1,Lätzchen,Lätzchen,,,,,
am,schlafen/schreien/lachen,herrlich,2,schlafen/schreien/lachen,schlachtentscheidenden,,,,,
//derstandard,at/2000010725045/Kontakt-zum-STANDARD,cmb,0,atz,at/2000010725045/Kontakt-zum-STANDARD,,,1,,
ein,Simpsons-Fan,-,2,Simpsons-Fan,Simsons-Fan,,1,,,
des,Blöckesystems,möglich,5,Blocksystems,Steckersystem,,,,,
wähle,ÖVP,höre,2,ÖVP,VPN,1,,,,
höre,Formatradio,und,2,Formatradio,Formastradio,,,,,
zum,flughafen,-,1,Flughafen,Flughafen,,,,,
entgegenkamen,wüßte,ich,1,wüsste,wüsste,,,,,
mein,Userkonto,kann,2,Userkonto,Uferkonto,,,,1,
News,letters,feststellen,0,letters,Letters,,,,,
ich,irrtüml,getätigt,3,Irrtum,irrtümlich,,,,,
Tag,La,paloma,2,La,Lea,,1,,,
La,paloma,-,5,Palm,Palomar,,1,,,
den,pampers,hat,3,Papers,Pampers,,1,,,
abflauende,trend,zum,1,Trend,Trend,,,,,
zum,vokuhila,hat,5,vokuhila,Vokabular,,1,,,
die,ossis,wieder,5,Bossis,Issos,,1,,,
massig,zulauf,bekommen,1,Zulauf,Zulauf,,,,,
manchen,gegenden,transdanubiens,1,Gegenden,Gegenden,,,,,
gegenden,transdanubiens,hat,0,transdanubiens,Transjordaniens,,,,,
Wiens,iun,den,1,in,in,,,,,
Simmeringer,HS,hätt,2,HS,HA,1,,,,
aufs,övp,wählen,5,von,VPN,1,,,,
Wohnhauses,Einschußlöcher,in,1,Einschusslöcher,Einschusslöcher,,,,,
-,Nujo,Anarchie,0,Juno,Juno,,,,,
im,DieStandard,Forum,1,Die Standard,Die Standard,,,,,
Forum,kampf-postet,Und,3,kampf-postet,Kampf-postet,,,,,
dem,Postingfenster,Ich,2,Postingfenster,Postsingfenster,,,,1,
große,Schokotorte,mit,2,Schokotorte,Schottete,,,,,
mit,Smarties,und,4,Smartes,Smartes,,1,,,
spiegel,de/einestages/vergessener-held-a-948852,html,0,einstiges,gegeneinandergestandener-held-a-948852,,,1,,
Brüsten,genuckelt,hie,2,genuckelt,gebuckelt,,,,,
ein,Bäuerchen,gemacht,2,Bäuerchen,Mäuerchen,,,,,
wikipedia,org/wiki/Ost_Autobahn,-,0,org.,Rheintalautobahn,,,1,,
Ohne,Adatlap,und,0,Adila,Adaptec,,,,,
ostdeutsche,MZ,die,2,MZ,MS,1,,,,
den,Kampfposterinnen,die,2,Kampfposterinnen,Kampfosterpinnen,,1,,,
weg,Waxen,Rasieren,5,Waden,Waren,,,,1,
im,U-Fleko,unglaublich,0,Fleck,U-Fleck,,,,,
-,Schnuckerl,geh,5,Schmucker,Schluckern,,,,,1
mir,Aggro,Postings,5,Aggr.,Agronom,,,,,
oder,Fielmann,Tät,2,Fielmann,Vielmann,,1,,,
Fielmann,Tät,ganz,5,Tät,Sät,,,,,
trotzdem,täts,mich,3,tats.,täte,,,,,
interessieren,if,you,5,ifo,in,,,,1,
don't,mind,o,5,Mund,min,,,,1,
Gin,Tonic,in,2,Tonic,Toni,,,,1,
Der,barkeeper,dreht,1,Barkeeper,Barkeeper,,,,1,
Der,barman,ist,2,Barmann,bar man,,,,1,
von,JF,Kennedy,2,JF,JE,1,,,,
muessen,ungefaehr,gleich,1,ungefähr,ungefähr,,,,,
waren,Brueste,und,2,Brüste,Brutsee,,,,,
mir,erklaerte,dass,1,erklärte,erklärte,,,,,
der,fliegeralarm,und,1,Fliegeralarm,Fliegeralarm,,,,,
die,leuchtraketen,während,1,Leuchtraketen,Leuchtraketen,,,,,
den,schießereien,durch,1,Schießereien,Schießereien,,,,,
die,straßen,laufen,1,Straßen,Straßen,,,,,
der,anblick,eines,2,Anblick,Anblick,,,,,
erschossenen,ehepaars,im,1,Ehepaares,Ehepaars,,,,,
im,tv,die,3,TVs,TV,1,,,,
besten,kekse,meines,1,Kekse,Kekse,,,,,
meines,lebens,eine,1,Lebens,Lebens,,,,,
damals,14jähriger,kann,5,14jähriger,jähriger,,,,,
Windel,gekackt,Geburtsjahr,2,gekackt,gelackt,,,,,
wegen,stalking,anderer,3,stalking,Stalking,,,,,
anderer,Blogteilnehmer,-,2,Blogteilnehmer,Romzugteilnehmer,,,,,
-,Nirvana,löste,4,Nirwana,Nirwana,,1,,,
Hab,Knight,Rider,2,Knight,Knigge,,,,1,
Knight,Rider,gschaut,2,Rider,Rieder,,,,1,
Das,erklaert,zumindest,1,erklärt,erklärt,,,,,
Album,Nevermind,war,5,Nebelmond,Verminend,,1,,1,
Visum,1h,Grenzkontrolle,2,1h,eh,,,,,
in,Budweis,haben,3,Budweiser,Budweis,,1,,,
-,Bleach,war,5,Bleich,Blech,,,,1,
anderen,UserInnen,hinweisen,3,User Innen,UserInnen,,,,1,
also,nehm,ich,3,Nehm,nehme,,,,,
an,aktuller,Zeitgeschichte,1,aktueller,aktueller,,,,,
bis,Fischamend,wurde,0,Fischend,Fischdamen,,,,,
Simmeringer,Haide,linke,5,Haiden,Haie,,,,,
-,Bruck/Leitha,West,2,Bruck/Leitha,Brauchbarkeit,,1,,,
in,ost,berlin,1,Ost,Ost,,,,,
ost,berlin,und,1,Berlin,Berlin,,,,,
als,österreicher,in,1,Österreicher,Österreicher,,,,,
-,Prägenstens,Erlebnis,5,Prägen Stens,Prägens,,,,,
Thomas,Forstner,*hüstel*,5,Forster,Forstnerv,,1,,,
Forstner,*hüstel*,-,0,hüstelt,hüstel,,,,,
-,Chillige,zeit,5,Schillinge,Laichwillige,,,,1,
andere,nickerchen,gehalten,1,Nickerchen,Nickerchen,,,,,
die,windeln,voll,3,windeln,Windeln,,,,,
-,Lol,selbiges,0,Lol,Lok,,,,,
bin,vor'm,Fernseher,1,vorm,vorm,,,,,
eine,unerschuetterliche,Ralitaet,1,unerschütterliche,unerschütterliche,,,,,
unerschuetterliche,Ralitaet,und,2,Realität,Literal,,,,,
die,Trollereien,-,2,Tollereien,Kontrollieren,,,,,
für's,Raussuchen,Also,2,Raussuchen,Aussuchen,,,,,
ich,teilrecht,-,5,teilrecht,teil recht,,,,,
den,APT,ging,2,APT,ALT,1,,,,
der,Lände,waren,3,Lände,Länder,,,,,
das,Motörchen,würde,5,Mütterchen,Störchen,,,,,
ned,dazahn,-,0,da zahn,Dahn,,,,,
dem,vorgen,Jahrhundert,2,vorigen,borgen,,,,,
Jahrhundert,ups,na,0,uns,uns,,,,,
2,WK,auf,2,WK,WO,1,,,,
einer,Tagesbar,in,3,Tages bar,Tagesbar,,,,,
einer,osteurop,Botschaft,1,Osteuropa,Osteuropa,,,,,
Dann,kan,ich,2,kann,kam,,,,,
ja,sooooo,hübsch,5,solo,sooft,,,,,
Anzug,*seufz*,-,0,*seufz*,seufze,,,,,
verdenken,Grüsse,an,3,Grüß,Grüße,,,,,
Worte,Perestekwellja,und,2,Perestekwellja,Klappergestell,,1,,,
das,handy,ist,1,Handy,Handy,,,,,
meine,meistgestellte,kindliche,2,meistgestellte,meist gestellte,,,,,
die,Perpektiven,von,1,Perspektiven,Perspektiven,,,,,
ich,sag´s,lieber,5,sag´s,Saga,,,,,
Autos,bumvoll,mit,0,blutvoll,ruhmvoll,,,,,
wie,DEaktiviert,man,1,Deaktiviert,Deaktiviert,,,,,
keine,Vopos,an,0,Vopos,Vopo,,,,,
im,elternhaus,als,1,Elternhaus,Elternhaus,,,,,
dachte,'wie,kann,2,'wie,wie,,,,,
dem,rad,so,2,Rad,dar,,,,,
gut,balancieren',ich,2,balancieren',balancieren,,,,,
mir,'die,mauer',2,'die,die,,,,,
'die,mauer',ja,5,mauer',mauer,,,,,
wenige,zentimeter,dick,1,Zentimeter,Zentimeter,,,,,
ihrem,setzkasten,setzkästen,1,Setzkasten,Setzkasten,,,,,
setzkasten,setzkästen,waren,1,Setzkästen,Setzkästen,,,,,
lila,launebär,erstmals,5,Laune bar,Laubaner,,,,,
und,Luf,ins,2,Luft,Lug,,,,,
bildungsferne,schicht,und,1,Schicht,Schicht,,,,,
und,Resi,Tupfer,2,Resi,Reis,,1,,,
ein,Blöckflötenkonzert,im,2,Blöckflötenkonzert,Blickflötenkonzert,,,,,
Verehrung,Drusius,Ingomar,5,Drusisch,Drusus,,1,,,
Drusius,Ingomar,-,2,Ingomar,Ingmar,,1,,,
bin,umd,noch,1,und,und,,,,,
heute,Gaensehaut,wenn,1,Gänsehaut,Gänsehaut,,,,,
ausgestorbenen,Strassen,Das,1,Straßen,Straßen,,,,,
Das,Gefuehl,immer,1,Gefühl,Gefühl,,,,,
Ortschaft,Fuer,mich,2,Für,Feuer,,,,,
Revolutionen,moeglich,sind,1,möglich,möglich,,,,,
immer,irrsinige,Angst,1,irrsinnige,irrsinnige,,,,,
ja,win,paar,3,Wien,ein,,,,,
Ich,hatt,tatsächlich,5,hat,hart,,,,,
die,gewonne,Freiheit,5,gewönne,gewinne,,,,,
Stadt,Krumau,die,3,Krakau,Krumau,,1,,,
konnten,sichs,auch,1,sich,sich,,,,,
den,Boutros-Ghali,kann,2,Boutros-Ghali,Bistros-Ghali,,1,,,
neuen,Bundeslaendern,Ich,1,Bundesländern,Bundesländern,,,,,
haben,sie`s,gefunden,5,sie`s,Siels,,,,,
aus,Narnia,-,5,Marina,Naarn,,1,,,
hatte,frühjahr,1990,1,Frühjahr,Frühjahr,,,,,
dem,motorrad,nach,1,Motorrad,Motorrad,,,,,
die,ostmark,die,1,Ostmark,Ostmark,,,,,
der,westmark,getauscht,1,Westmark,Westmark,,,,,
einige,biere,am,2,Biere,riebe,,,,,
am,checkpoint,charley,3,check Point,Checkpoint,,,,1,
checkpoint,charley,mit,5,Charly,Charles,,1,,,
der,vopos,am,0,Vopos,Topos,,,,,
als,souvenire,verkauft,1,Souvenir,Souvenir,,,,,
meinem,besitz,-,3,besitz,Besitz,,,,,
nix,versaeumt,-,1,versäumt,versäumt,,,,,
meinen,hut,vor,1,Hut,Hut,,,,,
im,Gym,sicher,5,Gyn.,Gysi,,,,1,
Geschichte,GEO,darüber,2,GEO,EO,1,,,,
und,großeltern,haben,1,Großeltern,Großeltern,,,,,
89,ostblockländer,besucht,1,Ostblockländer,Ostblockländer,,,,,
der,vergleich,war,3,vergleich,Vergleich,,,,,
den,fensterscheiben,picken,1,Fensterscheiben,Fensterscheiben,,,,,
wenn,westler,im,2,Westler,Wrestler,,,,,
im,restaurant,sitzen,1,Restaurant,Restaurant,,,,,
heut,leb,ich,3,leb,lebe,,,,,
der,prager,frühling,1,Prager,Prager,,,,,
prager,frühling,ein,1,Frühling,Frühling,,,,,
ein,annualer,hype,3,analer,annueller,,,,,
annualer,hype,jede/r,2,Hype,hupe,,,,1,
hype,jede/r,hat,2,jede/r,jeder,,,,,
im,gegenzug,mehr,1,Gegenzug,Gegenzug,,,,,
modernen,hotelklotz,eingecheckt,3,hotelklotz,Hotelklotz,,,,,
viele,altbauten,esen,2,Altbauten,alt bauten,,,,,
altbauten,esen,und,1,essen,essen,,,,,
frisches,gemüse,zu,1,Gemüse,Gemüse,,,,,
viel,vodka,niedergemacht,3,vokal,Wodka,,,,,
am,wenzelsplatz,und,3,Wenzels platz,Wenzelsplatz,,1,,,
die,russen,kommen,5,Rußen,rußen,,,,,
nicht,silvester,feiern,1,Silvester,Silvester,,,,,
um,mitternacht,waren,1,Mitternacht,Mitternacht,,,,,
die,euphorie,schier,1,Euphorie,Euphorie,,,,,
Tante,Dori,ist,5,Dora,Doris,,1,,,
nur,geeehhh,biiiitte,0,genehm,geehrt,,,,,
geeehhh,biiiitte,es,0,Brigitte,bittere,,,,,
wieder,gscheite,Nachrichten,1,gescheite,gescheite,,,,,
